,Name,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,20604,19.27,2143,167.62,5.0,24.13492723492724,39.62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2758,Maruti Swift VDI Optional,2018,61386,25.2,1248,74.0,5.0,24.13492723492724,7.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2759,Maruti Swift AMT VDI,2018,11500,28.4,1248,74.0,5.0,24.13492723492724,7.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2760,Chevrolet Beat Diesel LS,2012,58000,25.44,936,57.6,5.0,24.13492723492724,2.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2761,Skoda Superb Elegance 1.8 TSI AT,2014,38000,13.7,1798,157.75,5.0,24.13492723492724,11.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2762,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2012,49000,14.84,2143,167.62,5.0,24.13492723492724,19.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2763,Toyota Innova Crysta 2.4 VX MT 8S,2017,72202,13.68,2393,147.8,8.0,24.01,17.92,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2764,Hyundai i10 Sportz,2016,7000,20.36,1197,78.9,5.0,24.13492723492724,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2765,Honda Amaze S i-DTEC,2014,20000,25.8,1498,98.6,5.0,24.13492723492724,4.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),2017,14061,21.9,1396,88.76,5.0,24.13492723492724,7.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2767,Mercedes-Benz GLE 350d,2018,30706,11.57,2987,254.79,5.0,95.13,59.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2011,51387,12.05,2179,120.0,7.0,24.13492723492724,5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2769,Hyundai Getz GLE,2006,44000,15.3,1341,83.0,5.0,24.13492723492724,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2770,Maruti Baleno Alpha,2016,12208,21.4,1197,83.1,5.0,8.78,6.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2771,Chevrolet Optra Magnum 2.0 LT,2011,55000,16.52,1991,123.7,5.0,24.13492723492724,3.95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2772,Hyundai Verna 1.6 SX VTVT (O),2011,61600,17.1,1591,121.3,5.0,24.13492723492724,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2773,Honda City 1.5 V MT,2016,28414,17.0,1497,118.0,5.0,24.13492723492724,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2774,Volkswagen Polo GT TSI,2017,27853,17.21,1197,103.5,5.0,11.26,8.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2775,Honda Brio E MT,2013,55116,19.4,1198,86.8,5.0,24.13492723492724,3.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2776,Maruti Swift Dzire VDI,2017,26000,26.59,1248,74.0,5.0,24.13492723492724,7.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2777,Honda City 1.5 V MT Exclusive,2012,45496,17.0,1497,118.0,5.0,24.13492723492724,4.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2778,Mahindra Ssangyong Rexton RX7,2013,76000,11.18,2696,184.0,7.0,24.13492723492724,8.79,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2779,Skoda Superb Elegance 1.8 TSI MT,2014,136000,13.1,1798,157.75,5.0,24.13492723492724,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2780,Hyundai Santro GLS II - Euro II,2009,100000,0.0,0,111.4056299,5.291306851,24.13492723492724,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2781,Maruti Alto LXi,2010,38127,19.7,796,46.3,5.0,24.13492723492724,1.55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,82450,23.0,1396,90.0,5.0,24.13492723492724,5.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2783,Ford Ecosport 1.5 Ti VCT MT Trend,2014,62497,15.8,1499,110.0,5.0,24.13492723492724,7.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2784,Nissan Micra Diesel XV,2011,86732,23.08,1461,63.1,5.0,24.13492723492724,3.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2785,Honda Brio E MT,2016,27969,19.4,1198,86.8,5.0,24.13492723492724,4.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2786,Mahindra Ssangyong Rexton RX7,2013,66372,11.18,2696,184.0,7.0,24.13492723492724,10.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2787,BMW 7 Series 730Ld Sedan,2013,73525,16.46,2993,258.0,5.0,24.13492723492724,34.54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2788,Hyundai Grand i10 1.2 Kappa Sportz,2018,20689,18.9,1197,81.86,5.0,6.68,6.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2789,Maruti Baleno Delta 1.2,2018,25093,21.4,1197,83.1,5.0,24.13492723492724,7.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2790,Mahindra Xylo E8 ABS BS IV,2016,49176,11.68,2498,112.0,8.0,24.13492723492724,7.46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2791,Renault Fluence Diesel E4,2012,87510,21.8,1461,78.0,5.0,24.13492723492724,3.49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2792,Hyundai i20 1.2 Magna,2012,38214,18.5,1197,80.0,5.0,24.13492723492724,4.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2793,Mitsubishi Pajero 2.8 SFX,2013,48986,10.5,2835,107.2,6.0,24.13492723492724,11.88,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,2011,88000,14.53,1794,138.1,5.0,24.13492723492724,6.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2795,BMW X5 X5 M,2015,69002,15.97,2993,258.0,5.0,24.13492723492724,50.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2796,BMW 3 Series 2005-2011 325i Sedan,2011,43706,10.9,2497,215.0,5.0,24.13492723492724,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2797,Hyundai Creta 1.6 CRDi AT SX Plus,2016,58671,17.01,1582,126.2,5.0,24.13492723492724,14.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2798,Mahindra TUV 300 2015-2019 T8,2017,49404,18.49,1493,100.0,7.0,24.13492723492724,7.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,2010,72000,12.05,2179,120.0,8.0,24.13492723492724,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2800,Renault KWID RXT,2016,24000,25.17,799,53.3,5.0,24.13492723492724,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2801,Renault KWID 1.0 RXT Optional AMT,2017,53285,22.5,999,67.0,5.0,5.42,4.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2802,Maruti Swift VXi BSIV,2017,12000,16.1,1197,85.0,5.0,24.13492723492724,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2803,Skoda Laura 1.9 TDI AT Ambiente,2012,45000,17.0,1896,105.0,5.0,24.13492723492724,6.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2804,Maruti Alto 800 2016-2019 VXI,2018,26234,24.7,796,47.3,5.0,24.13492723492724,4.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2805,Maruti Swift VXI,2014,55000,18.6,1197,85.8,5.0,24.13492723492724,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2806,Hyundai i20 1.4 CRDi Sportz,2012,90000,23.0,1396,90.0,5.0,24.13492723492724,4.11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,2015,48000,15.73,1968,174.33,5.0,24.13492723492724,18.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2808,Mercedes-Benz GLE 350d,2017,19863,11.57,2987,254.79,5.0,91.23,64.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2809,Hyundai i10 Era,2010,55000,19.81,1086,68.05,5.0,24.13492723492724,1.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2810,Maruti Wagon R LXI Optional,2016,4800,20.51,998,67.04,5.0,24.13492723492724,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2811,Honda City i VTEC V,2017,38607,17.8,1497,117.3,5.0,24.13492723492724,7.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2812,Hyundai Grand i10 1.2 Kappa Sportz,2018,3958,18.9,1197,81.86,5.0,7.14,5.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2813,Honda City i DTEC VX,2014,74000,25.1,1498,98.6,5.0,24.13492723492724,6.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2814,Maruti Swift Dzire VXi,2009,54540,17.5,1298,85.8,5.0,24.13492723492724,2.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2815,Maruti Swift Dzire ZXi,2015,58400,17.5,1298,85.8,5.0,24.13492723492724,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2816,Mahindra XUV500 W8 2WD,2013,73648,15.1,2179,140.0,7.0,24.13492723492724,7.31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2817,Maruti Ciaz ZDi Plus SHVS,2016,83000,28.09,1248,88.5,5.0,24.13492723492724,7.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2818,Hyundai Verna 1.6 SX CRDi (O),2016,16159,22.32,1582,126.32,5.0,24.13492723492724,7.83,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2819,Hyundai Accent CRDi,2005,150000,13.1,1493,82.0,5.0,24.13492723492724,0.85,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2820,Honda Brio S MT,2014,22100,19.4,1198,86.8,5.0,24.13492723492724,3.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2821,Hyundai i20 Active 1.2 SX,2017,35043,17.19,1197,81.86,5.0,24.13492723492724,8.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2822,BMW 3 Series 320d Sport Line,2018,24000,18.88,1995,184.0,5.0,24.13492723492724,28.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,480000,16.96,1968,138.03,5.0,24.13492723492724,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2824,Volkswagen Polo Petrol Highline 1.6L,2011,70000,15.26,1598,103.5,5.0,24.13492723492724,3.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2825,Maruti Swift VXi BSIV,2015,13769,16.1,1197,85.0,5.0,24.13492723492724,4.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2826,Renault Duster 110PS Diesel RxZ,2013,58000,19.01,1461,108.45,5.0,24.13492723492724,4.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2827,BMW X3 xDrive 20d Luxury Line,2009,58000,18.56,1995,190.0,5.0,69.59,17.98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2828,Fiat Avventura MULTIJET Emotion,2018,18705,20.5,1248,91.72,5.0,24.13492723492724,7.71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2829,Maruti Wagon R Stingray VXI,2013,32378,20.51,998,67.04,5.0,24.13492723492724,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2830,Chevrolet Sail Hatchback LS ABS,2013,45000,22.1,1248,76.9,5.0,24.13492723492724,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2831,Mahindra XUV500 W8 2WD,2015,36836,15.1,2179,140.0,7.0,24.13492723492724,12.49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2832,Tata Zest Quadrajet 1.3,2016,54199,23.0,1248,88.8,5.0,24.13492723492724,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2833,BMW X3 xDrive20d xLine,2017,36935,18.56,1995,190.0,5.0,24.13492723492724,32.64,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2834,Maruti Swift VDI BSIV,2015,23000,25.2,1248,74.0,5.0,24.13492723492724,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2835,BMW 5 Series 2013-2017 520d Luxury Line,2015,14000,18.12,1995,190.0,5.0,24.13492723492724,35.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2836,Tata Indigo CS eVX,2015,100073,25.0,1396,69.01,5.0,24.13492723492724,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2837,Mahindra XUV500 W8 2WD,2015,59182,15.1,2179,140.0,7.0,24.13492723492724,9.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2838,Audi Q7 35 TDI Quattro Premium Plus,2016,72132,12.07,2967,241.4,7.0,24.13492723492724,39.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2839,BMW 5 Series 2003-2012 520d,2009,79000,18.48,1995,177.0,5.0,24.13492723492724,15.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2840,Hyundai Verna 1.6 SX VTVT (O),2013,66930,17.1,1591,121.3,5.0,24.13492723492724,6.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2841,Hyundai Santa Fe 4WD AT,2015,100000,13.01,2199,194.3,7.0,24.13492723492724,14.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2842,Hyundai Santro GLS II - Euro II,2012,43000,0.0,0,111.4056299,5.291306851,24.13492723492724,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2843,Maruti Wagon R AMT VXI,2018,27413,20.51,998,67.0,5.0,24.13492723492724,5.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2844,Maruti Wagon R LX BSIII,2007,90000,17.3,1061,64.0,5.0,24.13492723492724,1.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2845,Hyundai i20 Sportz 1.2,2013,40300,18.5,1197,82.85,5.0,24.13492723492724,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2846,Skoda Superb Elegance 1.8 TSI AT,2011,73783,13.7,1798,157.75,5.0,24.13492723492724,5.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2847,Hyundai Getz GLS,2005,86000,15.3,1341,83.0,5.0,24.13492723492724,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2848,Maruti Wagon R LXI BS IV,2014,65694,18.9,998,67.1,5.0,24.13492723492724,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2849,Maruti Omni MPI CARGO BSIV,2015,23000,16.8,796,34.2,5.0,24.13492723492724,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2850,Hyundai i10 Magna 1.2,2012,51000,20.36,1197,78.9,5.0,24.13492723492724,2.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2851,Renault KWID 1.0 RXT Optional,2018,18335,21.7,999,67.0,5.0,4.61,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,2014,36000,15.0,2147,107.3,5.0,24.13492723492724,16.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2853,Volkswagen Polo GT TSI,2017,25000,17.21,1197,103.5,5.0,11.26,7.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2854,Mahindra Scorpio VLX 4WD,2007,81000,12.05,2179,120.0,8.0,24.13492723492724,4.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2855,Toyota Fortuner 2.8 2WD AT,2019,21719,12.9,2755,174.5,7.0,37.38,33.13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2856,Chevrolet Beat Diesel LT,2013,75421,25.44,936,56.3,5.0,24.13492723492724,3.63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2857,Toyota Innova 2.5 G4 Diesel 8-seater,2010,80000,12.8,2494,102.0,8.0,24.13492723492724,4.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2858,Maruti Swift Dzire VXI,2018,10671,20.85,1197,83.14,5.0,24.13492723492724,6.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2859,Renault KWID Climber 1.0 MT,2018,4126,21.7,999,67.0,5.0,5.3,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2860,Tata Bolt Quadrajet XM,2017,98500,22.95,1248,74.0,5.0,7.97,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2861,Hyundai Grand i10 Asta,2016,61578,18.9,1197,82.0,5.0,24.13492723492724,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2862,Volkswagen Vento 1.5 TDI Highline,2014,54000,20.34,1498,103.2,5.0,24.13492723492724,4.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2863,Audi A6 2011-2015 2.0 TDI,2013,70998,17.68,1968,174.33,5.0,24.13492723492724,20.57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2864,Maruti Swift Dzire Ldi BSIV,2015,40082,19.3,1248,73.9,5.0,24.13492723492724,4.76,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2865,Chevrolet Spark 1.0 LT,2012,50619,18.0,995,62.0,5.0,24.13492723492724,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2866,BMW 3 Series 320d,2009,103905,22.69,1995,190.0,5.0,43.31,9.92,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2867,Hyundai EON Era Plus,2018,15334,21.1,814,55.2,5.0,24.13492723492724,3.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2868,Maruti Swift Dzire VDI,2013,69000,23.4,1248,74.0,5.0,24.13492723492724,5.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2869,Volkswagen CrossPolo 1.5 TDI,2014,75160,20.14,1498,88.5,5.0,24.13492723492724,5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2870,Honda Amaze E i-Vtech,2014,44753,18.0,1198,86.7,5.0,24.13492723492724,4.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2871,Volkswagen Vento Petrol Highline AT,2012,53024,14.4,1598,103.6,5.0,24.13492723492724,4.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2872,Maruti Wagon R Stingray VXI,2014,23840,20.51,998,67.04,5.0,24.13492723492724,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2873,Volkswagen Polo 1.5 TDI Highline,2014,81298,20.14,1498,88.8,5.0,24.13492723492724,6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2874,Volkswagen Polo Petrol Comfortline 1.2L,2015,59000,16.47,1198,73.9,5.0,24.13492723492724,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2875,Honda Amaze SX i-DTEC,2016,51806,25.8,1498,98.6,5.0,24.13492723492724,5.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2876,Audi A6 35 TDI Matrix,2014,56000,18.53,1968,187.74,5.0,59.38,24.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2877,Tata Tigor 1.05 Revotorq XZ Option,2019,29279,24.7,1047,69.0,5.0,24.13492723492724,7.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2878,Volkswagen Vento 1.5 TDI Highline AT,2017,33550,21.5,1498,108.5,5.0,15.86,9.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2879,Audi A6 35 TDI Matrix,2014,62000,18.53,1968,187.74,5.0,67.1,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2880,Nissan Terrano XL 110 PS,2014,66000,19.01,1461,108.5,5.0,24.13492723492724,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2881,Skoda Rapid 1.5 TDI AT Elegance,2016,46630,21.66,1498,103.52,5.0,24.13492723492724,8.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2882,Ford Figo Aspire 1.5 TDCi Trend,2016,72566,25.83,1498,99.0,5.0,24.13492723492724,5.29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2883,Tata Venture EX,2011,51482,15.42,1405,70.0,8.0,24.13492723492724,2.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,90000,14.84,2143,167.62,5.0,24.13492723492724,13.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2885,Toyota Fortuner 4x2 Manual,2014,69000,13.0,2982,168.5,7.0,24.13492723492724,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2886,Honda City 1.5 V MT,2011,90000,17.0,1497,118.0,5.0,24.13492723492724,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2887,Hyundai i20 Asta Option 1.2,2015,39000,18.6,1197,81.83,5.0,24.13492723492724,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2888,Volkswagen Vento Diesel Trendline,2012,110000,20.54,1598,103.6,5.0,24.13492723492724,3.65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2889,Ford Endeavour 2.5L 4X2 MT,2011,68022,13.1,2499,141.0,7.0,24.13492723492724,5.86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,27852,14.8,1497,121.36,5.0,14.1,10.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2891,Maruti Swift VDI BSIV,2013,58291,17.8,1248,0.0,5.0,24.13492723492724,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2892,Hyundai i20 Sportz Diesel,2011,68439,23.0,1396,90.0,5.0,24.13492723492724,3.37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,2011,150000,12.99,2494,100.6,8.0,24.13492723492724,6.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,14000,21.5,1497,108.5,5.0,12.22,9.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2895,Ford Figo Diesel Titanium,2012,71558,20.0,1399,68.05,5.0,24.13492723492724,3.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2896,Porsche Panamera Diesel,2013,48000,17.85,2967,300.0,4.0,24.13492723492724,50.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2897,Hyundai Creta 1.6 CRDi AT SX Plus,2015,65800,17.01,1582,126.2,5.0,24.13492723492724,12.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2898,Audi A4 2.0 TDI Multitronic,2014,53000,16.55,1968,140.0,5.0,24.13492723492724,20.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2899,Mahindra XUV500 W8 4WD,2017,14600,16.0,2179,140.0,7.0,24.13492723492724,14.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
